row_id,parent_category_pred_llm,reasoning,input_tokens,output_tokens
913,Restaurants,"Das Angebot bezieht sich direkt auf Geschenkkarten für Restaurants, was eindeutig der Kategorie Restaurants entspricht.",328.0,78.0
921,Home & Garden,"Es handelt sich um eine Küchenpfanne (Frypan), ein Haushaltsartikel, der eindeutig zur Kategorie Home & Garden gehört.",315.0,84.0
923,Home & Garden,"Lebensmittel/Grundnahrungsmittel wie Fleisch fallen in Kanada üblicherweise unter Haushaltsbedarf, da 'Groceries' keine eigene Kategorie in der Liste ist und dies der nächstliegende Bereich für Haushaltsverbrauchsgüter ist.",326.0,136.0
924,Automotive,"Der Titel bezieht sich auf einen Rabatt für eine Autowäsche-Karte (Wash&Go) bei Petro-Canada, was direkt zur Automotive-Kategorie passt.",309.0,93.0
931,Entertainment,"Der Titel bezieht sich auf digitale Anime-Staffeln (Filme/Serien), was ein Unterhaltungsprodukt ist, unabhängig von der ursprünglichen Unterkategorie 'Computers & Electronics'.",325.0,109.0
935,Sports & Fitness,"Thermoflask Trinkflaschen sind Fitness-/Sportzubehör, und die Unterkategorie ist bereits 'Sports & Fitness'.",320.0,83.0
937,Computers & Electronics,"Das Produkt ist ein Zubehörpaket für die Xbox One, eine Spielkonsole, was direkt unter Computer & Elektronik fällt.",319.0,82.0
938,Computers & Electronics,"Norton 360 ist eine Software-/Sicherheitslösung für Computer und Geräte, passt direkt zur Kategorie Computers & Electronics.",342.0,81.0
939,Beauty & Wellness,"Die angegebene Unterkategorie ist bereits 'Beauty & Wellness', und der Titel bietet keine Informationen, die eine andere Zuordnung rechtfertigen.",309.0,92.0
941,Computers & Electronics,"Das Angebot betrifft Usenet-Zugang und Datenspeicherblöcke, ein digitaler Internetdienst, der eindeutig zur Kategorie Computers & Electronics gehört.",347.0,97.0
943,Home & Garden,"Das Produkt ist ein Küchengerät (elektrischer Ofen), was unter Home & Garden fällt, passend zur angegebenen Unterkategorie.",324.0,82.0
944,Computers & Electronics,"Ein Streaming-Media-Player von NVIDIA ist ein elektronisches Gerät, das eindeutig in die Kategorie Computers & Electronics fällt.",329.0,86.0
945,Home & Garden,"Ein Cast-Iron-Kochgeschirr-Set gehört zu Haushaltswaren/Küche, was unter Home & Garden fällt.",316.0,78.0
946,Computers & Electronics,"Eine Laptop-/Geräteschutzhülle (Incase Classic Sleeve) ist Zubehör für elektronische Geräte, daher passt die Hauptkategorie Computers & Electronics.",314.0,98.0
947,Restaurants,"Kaffee ist ein Lebens-/Genussmittelprodukt, das am ehesten der Kategorie Restaurants (Food & Beverage) zugeordnet wird, da es sich um ein Konsumgut aus dem Lebensmittelbereich handelt.",316.0,116.0
951,,[FEHLER/FALLBACK - kein gueltiges LLM-Ergebnis],0.0,0.0
952,Home & Garden,"Ecobee-Thermostat ist ein Haushaltsgerät zur Steuerung von Heizung/Kühlung im Zuhause, passt zur Kategorie Home & Garden.",314.0,90.0
954,Kids & Babies,"Ein Kindersitz für Babys ist ein Produkt für Kinder/Babys, passend zur bereits angegebenen Unterkategorie 'Kids & Babies'.",319.0,87.0
955,Computers & Electronics,"Das Produkt ist eine NVME SSD, ein Computerspeichergerät, was direkt in die Kategorie Computers & Electronics fällt.",324.0,79.0
957,Restaurants,"Das Produkt ist ein alkoholisches Getränk (Radler-Bier), das unter Lebensmittel/Getränke fällt, was am ehesten der Kategorie Restaurants (Food & Beverage) zuzuordnen ist.",315.0,108.0
958,Computers & Electronics,"Corsair H115i RGB Pro XT ist ein CPU-Wasserkühler, also ein Computer-Hardware-Produkt.",314.0,75.0
960,Apparel,"G-Shock Uhren sind Accessoires, die unter die Unterkategorie 'Apparel' fallen, welche direkt der Hauptkategorie Apparel entspricht.",300.0,85.0
964,Kids & Babies,"Ein Kinderbett (Crib) ist ein Produkt für Babys/Kleinkinder, passt direkt zur Kategorie Kids & Babies.",322.0,81.0
966,Beauty & Wellness,"KN95-Masken werden als Gesundheits-/Schutzprodukt der Kategorie Beauty & Wellness zugeordnet, entsprechend der angegebenen Unterkategorie.",323.0,95.0
969,Computers & Electronics,"Das Produkt ist ein iPad-Zubehör (Smart Folio Keyboard), fällt somit direkt in die Kategorie Computers & Electronics.",345.0,83.0
972,Computers & Electronics,"Smartwatches sind elektronische Wearables und fallen unter Computers & Electronics, entsprechend der angegebenen Unterkategorie.",347.0,77.0
973,Home & Garden,"Smart LED-Glühbirne ist ein Haushaltsartikel/Beleuchtung, passt zur Kategorie Home & Garden trotz Smart-Home-Technologie.",317.0,89.0
982,Home & Garden,"Lebensmittel/Groceries werden im Alltag typischerweise unter Haushaltswaren für den Heimbedarf eingeordnet, da keine spezifischere Kategorie wie Restaurants zutrifft.",330.0,101.0
983,Apparel,"Der Titel bezieht sich auf Schuhe und einen Rucksack von Nike, Hunter und Fjällräven Kanken, was klar in die Kategorie Bekleidung/Accessoires fällt, passend zur angegebenen Unterkategorie 'Apparel'.",325.0,120.0
988,Computers & Electronics,"Kopfhörer sind Unterhaltungselektronik, passend zur angegebenen Unterkategorie.",334.0,65.0
991,Home & Garden,"Smart thermostats sind Haushaltsgeräte/Klimasteuerung für das Zuhause, passend zur bereits angegebenen Unterkategorie Home & Garden.",327.0,87.0
992,Computers & Electronics,"Ein USB-Wandladegerät ist ein Elektronikzubehör für Geräteaufladung, passt direkt zur Kategorie Computers & Electronics.",328.0,84.0
994,Home & Garden,"Lebensmittel/Haushaltseinkäufe (Groceries) werden typischerweise unter Home & Garden eingeordnet, da es sich um Produkte für den Haushalt handelt und keine spezifischere Kategorie wie Restaurants zutrifft.",333.0,117.0
998,Beauty & Wellness,"Face masks sind ein Beauty-/Pflegeprodukt, unabhängig von der falsch zugeordneten Unterkategorie 'Groceries'.",325.0,83.0
1000,Computers & Electronics,"Tile Mate ist ein elektronisches Bluetooth-Tracking-Gerät, passend zur Unterkategorie Computers & Electronics.",322.0,79.0
1001,Computers & Electronics,"Das Produkt ist ein Bluetooth-Kopfhörer, ein elektronisches Gerät, was direkt zur Kategorie Computers & Electronics passt.",343.0,86.0
1002,Home & Garden,"Metro ist ein Lebensmittel-/Supermarktgeschäft, und Groceries fällt typischerweise unter Haushaltsbedarf, da es keine speziellere Kategorie wie Restaurants (Essen zubereitet/serviert) betrifft, sondern den Einkauf von Lebensmitteln für den Haushalt.",309.0,143.0
1005,Home & Garden,"Geschirrspültabs sind Haushaltsprodukte, passend zu Home & Garden.",338.0,58.0
1006,Financial Services,"Der Thread bezieht sich auf ein Bankkonto (Chequing account) mit Gebührenbefreiung und Zinssätzen, was klar Finanzdienstleistungen betrifft.",322.0,92.0
1008,Home & Garden,"Gartenwerkzeuge (Pruner-Set) fallen direkt unter Home & Garden, passend zur angegebenen Unterkategorie.",321.0,77.0
1010,Computers & Electronics,"Das Produkt ist ein Headset (Kopfhörer mit Mikrofon), eine elektronische Audio-Hardware, was direkt der Kategorie Computers & Electronics entspricht.",327.0,95.0
1014,Home & Garden,"Ein Küchenutensil (Silikon-Popcornschüssel für die Mikrowelle) fällt unter Haushaltswaren, was in die Kategorie Home & Garden passt.",321.0,90.0
1020,Automotive,"Die Unterkategorie ist explizit als 'Automotive' angegeben, daher wird die Zeile direkt dieser Hauptkategorie zugeordnet.",313.0,80.0
1022,Beauty & Wellness,"Das Produkt ist ein Massagegerät mit Wärmefunktion, das der Kategorie Beauty & Wellness zugeordnet wird, wie bereits durch die angegebene thread_category bestätigt.",315.0,102.0
1026,Home & Garden,"Ein Rasenmäher ist ein Gartenwerkzeug und fällt somit unter Home & Garden, was auch der angegebenen Unterkategorie entspricht.",312.0,85.0
1029,Sports & Fitness,"Die Unterkategorie ist explizit 'Sports & Fitness' und Sportium ist ein Sportgeschäft, das schließt; Maui Jim-Sonnenbrillen werden oft im Sport-/Outdoor-Kontext verkauft.",310.0,116.0
1031,Financial Services,"Der Titel bezieht sich auf einen Kurs zum Thema persönliche Finanzen, was direkt der Kategorie Financial Services entspricht.",310.0,78.0
1032,Apparel,"Das Produkt ist Schuhwerk (Adidas Boost Slides), was direkt unter Bekleidung/Apparel fällt.",319.0,71.0
1034,Home & Garden,"Kaffeekapseln fallen unter Lebensmittel/Haushaltswaren, welche in diesem Kategorisierungsschema am ehesten 'Home & Garden' (Haushalt) zugeordnet werden, da 'Groceries' keine eigene Hauptkategorie ist.",314.0,126.0
1039,Home & Garden,"Ein Thermapen ist ein Küchenthermometer, das der Kategorie Home & Garden zugeordnet wird, entsprechend der vorgegebenen Unterkategorie.",321.0,89.0
1044,Computers & Electronics,"Es handelt sich um eine App für iOS/Android, was direkt unter Computers & Electronics fällt, da die vorgegebene Unterkategorie diese Zuordnung bereits nahelegt.",314.0,96.0
1046,Computers & Electronics,"Ring Alarm ist ein elektronisches Sicherheitssystem, gebündelt mit einem Echo Dot, beides Unterhaltungselektronik-Geräte.",325.0,88.0
1047,Beauty & Wellness,Handdesinfektionsmittel ist ein Hygiene-/Wellnessprodukt und passt direkt zur angegebenen Unterkategorie.,317.0,81.0
1048,Computers & Electronics,"Das Produkt ist eine LED-Schreibtischlampe mit Schnellladefunktion, die als Elektronikartikel gilt und der Unterkategorie 'Computers & Electronics' entspricht.",318.0,99.0
1049,Computers & Electronics,"RAM-Speichermodule sind Computerhardware, passend zur angegebenen Unterkategorie.",342.0,63.0
1051,Computers & Electronics,Eine WLAN-Sicherheitskamera ist ein elektronisches Gerät und passt direkt zur Unterkategorie 'Computers & Electronics'.,330.0,84.0
1052,Apparel,"Jacke ist ein Bekleidungsstück, passt direkt zur Kategorie Apparel.",312.0,58.0
1053,Computers & Electronics,"Ein Computermonitor ist ein elektronisches Gerät, das direkt in diese Kategorie fällt.",349.0,66.0
1054,Computers & Electronics,"Apple AirPods sind elektronische Kopfhörer, was direkt in die Kategorie Computers & Electronics fällt.",323.0,71.0
1056,Home & Garden,"Lebensmittel/Groceries fallen als Haushaltswaren unter Home & Garden, da keine spezifischere passende Kategorie wie Restaurants zutrifft (es handelt sich um den Kauf von Fleisch zum Selbstzubereiten, nicht um Restaurantverzehr).",316.0,131.0
1060,Computers & Electronics,"Smartwatch ist ein elektronisches Gerät, passend zur ursprünglichen Unterkategorie.",318.0,66.0
1061,Home & Garden,"Ein Küchengerät (Blender) fällt unter Haushaltswaren, passend zur bereits angegebenen Unterkategorie Home & Garden.",332.0,79.0
1062,Home & Garden,"Der Titel bezieht sich auf einen Schuppen bzw. eine Garage in einer Box, was eindeutig zur Kategorie Home & Garden passt, und die angegebene thread_category bestätigt dies.",313.0,100.0
1064,Home & Garden,"Ein Gaskanister ist ein Haushalts-/Lagerartikel für den Außenbereich und passt zur Unterkategorie Home & Garden, wie im Titel angegeben.",329.0,90.0
1069,Sports & Fitness,"Ein Schlafsack für extreme Kälte ist Outdoor-/Camping-Ausrüstung, die direkt der Kategorie Sports & Fitness zugeordnet wird, wie auch die angegebene Unterkategorie bestätigt.",313.0,114.0
1073,Sports & Fitness,"Resistance bands are fitness equipment used for exercise and training, directly matching the Sports & Fitness category.",319.0,63.0
1075,Financial Services,"Der Titel bezieht sich auf eine Kreditkarten-Promotion (RBC), was direkt der Kategorie Financial Services entspricht.",313.0,76.0
1076,Computers & Electronics,"Google Nest Wifi ist ein Netzwerk-/Elektronikprodukt, passend zur Unterkategorie und Titel.",326.0,74.0
1080,Computers & Electronics,"Es handelt sich um eine digitale App für Windows 10/Surface, also ein Software-/Elektronikprodukt.",317.0,69.0
1083,Automotive,"Motoröl ist ein Fahrzeug-Verbrauchsprodukt, direkt der Automotive-Kategorie zugeordnet.",318.0,73.0
1086,Home & Garden,"Rubbermaid Brilliance Aufbewahrungsbehälter sind Haushaltsartikel, die zur Kategorie Home & Garden gehören.",318.0,80.0
1089,Home & Garden,"Titel bezieht sich auf Reinigungsmittel (Nettoyants/Cleaners), was direkt der angegebenen Unterkategorie Home & Garden entspricht.",313.0,87.0
1091,Computers & Electronics,"Wiederaufladbare Batterien sind Elektronikzubehör, passend zur bereits angegebenen Unterkategorie.",336.0,72.0
1094,Beauty & Wellness,"Cleansing oil is a skincare product, directly matching the Beauty & Wellness category.",312.0,58.0
1098,Home & Garden,"Groceries fallen unter Haushaltsbedarf/tägliche Einkäufe für zu Hause, da keine spezifischere Kategorie wie Restaurants (Essen zubereitet/serviert) zutrifft; es handelt sich um Lebensmitteleinkäufe für den Haushalt.",310.0,130.0
1100,Computers & Electronics,"Fire TV Cube ist ein Streaming-Elektronikgerät, das direkt der Kategorie Computers & Electronics entspricht.",324.0,76.0
1102,Home & Garden,"Lebensmittel und Haushaltswaren wie Getränke werden typischerweise unter Home & Garden (Haushalt/Lebensmittel) eingeordnet, da keine spezifischere Kategorie wie Restaurants zutrifft.",320.0,110.0
1105,Computers & Electronics,"Das Produkt ist ein WLAN Access Point, ein Netzwerkgerät, das eindeutig zur Kategorie Computers & Electronics gehört.",353.0,83.0
1107,Home & Garden,"Der Titel bezieht sich auf Rasendünger (Fertilizer), ein typisches Garten-/Hausprodukt, und die angegebene Unterkategorie ist bereits 'Home & Garden'.",318.0,98.0
1108,Home & Garden,"Lebensmittel/Süßwaren wie Schokolade fallen unter Haushaltswaren/Einkauf für den Alltag, da 'Groceries' keine eigene Kategorie in der Liste ist und am ehesten zu Home & Garden passt.",312.0,114.0
1111,Home & Garden,"Lebensmittel und Getränke aus dem Supermarkt fallen unter Haushaltswaren/Grundbedarf, da es keine eigene 'Groceries'-Kategorie gibt und dies am ehesten Alltags- und Haushaltsprodukte betrifft.",316.0,121.0
1114,Computers & Electronics,"Das Produkt ist ein Bluetooth-Lautsprecher, ein elektronisches Gerät, das direkt der Kategorie Computers & Electronics entspricht.",362.0,87.0
1117,Restaurants,"Bezieht sich auf Bier/Getränkeprodukte, die typischerweise unter Lebensmittel- und Getränkeangebote (Restaurants-Kategorie umfasst Food & Beverage Deals) fallen.",312.0,103.0
1118,Automotive,"Betrifft Fahrzeugfinanzierung für Hyundai-Modelle, eindeutig Automobilbranche.",325.0,66.0
1122,Home & Garden,"Lebensmittel/Getränke wie Tee fallen unter Haushaltswaren des täglichen Bedarfs, da 'Groceries' keiner spezifischeren Kategorie wie Restaurants entspricht.",335.0,101.0
1126,Computers & Electronics,"Das Produkt ist ein Amazon Echo Plus mit Smart Plug und Smart Bulb – smarte Elektronikgeräte, die eindeutig der Kategorie Computers & Electronics zuzuordnen sind.",350.0,107.0
1136,Home & Garden,"A retractable awning is a home improvement/outdoor living product, directly matching the given thread category.",301.0,55.0
1137,Computers & Electronics,"Das Produkt ist ein Android TV Box (Streaming-Gerät), was eindeutig in die Kategorie Computers & Electronics fällt.",329.0,79.0
1138,Home & Garden,Ein Gartenschlauch ist ein typisches Produkt für Haus und Garten.,338.0,56.0
1145,Computers & Electronics,"Die angegebene Unterkategorie ist bereits 'Computers & Electronics', und der Titel liefert keine gegenteiligen Hinweise, daher wird die Hauptkategorie direkt übernommen.",308.0,100.0
1146,Computers & Electronics,"Das Produkt ist ein Gaming-Notebook, also ein Computerartikel, was direkt der Kategorie Computers & Electronics entspricht.",332.0,80.0
1151,Home & Garden,"Die Unterkategorie ist explizit als 'Home & Garden' angegeben, daher wird diese Hauptkategorie direkt übernommen.",303.0,76.0
1152,Home & Garden,"Weber-Grill ist ein Garten-/Outdoor-Kochgerät, passt zur Kategorie Home & Garden.",316.0,70.0
1155,Home & Garden,"Das Produkt ist eine LED-Einbauleuchte (Recessed Trim) zur Beleuchtung im Haus, was klar zur Kategorie Home & Garden passt.",325.0,88.0
1156,Home & Garden,"Lebensmittel/Groceries werden im Rahmen von Haushaltsartikeln unter Home & Garden eingeordnet, da keine spezifischere Kategorie wie Restaurants zutrifft (kein Restaurantangebot, sondern Einzelhandelsprodukt für den Haushalt).",337.0,132.0
1157,Automotive,"Ein hydraulischer Wagenheber (Jack) ist ein Kfz-Werkzeug, passend zur Unterkategorie 'Automotive' und der Hauptkategorie Automotive.",314.0,92.0
1158,Beauty & Wellness,"Vitaminpräparat ist ein Gesundheits-/Wellnessprodukt, passend zur angegebenen Unterkategorie.",328.0,76.0
1159,Computers & Electronics,"Das Produkt ist ein Laptop (Lenovo V14-ARE), was direkt der Kategorie Computers & Electronics entspricht.",370.0,77.0
1161,Sports & Fitness,"Adjustable dumbbells are fitness equipment, directly matching the given thread_category and product type.",324.0,59.0
1165,Home & Garden,Die Unterkategorie ist explizit 'Home & Garden' und ein Regenschirm passt als Haushaltsartikel in diese Kategorie.,320.0,78.0
1167,Small Business,"Die Unterkategorie ist explizit 'Small Business', und der Titel bezieht sich auf einen allgemeinen eBay-Rabatt-Deal ohne spezifischen Produktbezug zu einer anderen Kategorie.",324.0,105.0
1168,Computers & Electronics,Externe Festplatte für Gaming/Speicherzwecke fällt eindeutig unter Computer & Elektronik.,321.0,69.0
1169,Home & Garden,"Müllbeutel sind ein Haushaltsprodukt, passend zur Kategorie Home & Garden, wie auch die angegebene Unterkategorie bestätigt.",354.0,85.0
1172,Home & Garden,"Elektrowerkzeug-Kombiset (RYOBI) wird typischerweise für Heimwerker- und Gartenarbeiten genutzt und fällt unter Home & Garden, passend zur angegebenen Unterkategorie.",347.0,107.0
1174,Restaurants,Papa John's ist eine Pizza-Restaurantkette; BOGO-Angebot bezieht sich auf Essensbestellung.,301.0,71.0
1176,Computers & Electronics,"Ein Drucker ist ein elektronisches Gerät, das eindeutig zur Kategorie Computers & Electronics gehört.",323.0,73.0
1180,Restaurants,"Es handelt sich um ein Getränkeangebot (Bier bei LCBO), das am ehesten dem Bereich Lebensmittel/Getränke zugeordnet wird, wofür in den zulässigen Kategorien 'Restaurants' als konsumierbare Ware am nächsten passt.",316.0,127.0
1181,Automotive,"Der Titel bezieht sich auf einen Autostarthilfe/Jump Starter (TrekPow G39 1200A), und die Unterkategorie ist bereits als Automotive angegeben.",310.0,90.0
1184,Computers & Electronics,"Das Thema ist explizit als 'Computers & Electronics' kategorisiert und bezieht sich auf ein Arcade-Gerät, welches elektronisches Unterhaltungsgerät ist.",312.0,97.0
1189,Computers & Electronics,"Der Titel beschreibt einen Desktop-Computer (Lenovo Ideacentre) mit technischen Spezifikationen wie CPU, RAM und Speicher, was eindeutig in die Kategorie Computers & Electronics fällt.",345.0,112.0
1191,Home & Garden,"Lebensmittel/Groceries fallen im vorgegebenen Kategorienschema am ehesten unter Haushaltswaren des täglichen Bedarfs (Home & Garden), da es keine eigene Kategorie für Lebensmittel gibt.",353.0,113.0
1201,Sports & Fitness,"Das Produkt ist ein Fahrrad, das direkt unter die Kategorie Sports & Fitness fällt, da Fahrräder für sportliche Aktivitäten und Fitness genutzt werden.",324.0,99.0
1202,Home & Garden,"BBQ-Grill ist ein Artikel für Haus und Garten, passend zur angegebenen Unterkategorie.",322.0,67.0
1203,Computers & Electronics,"Eine Logitech Harmony Fernbedienung ist ein elektronisches Gerät zur Steuerung von Unterhaltungselektronik, passt daher direkt zur Kategorie Computers & Electronics.",312.0,101.0
1205,Home & Garden,"Ein LED-Grow-Light für Pflanzenanbau ist ein Garten-/Heimzubehör, passend zur angegebenen Unterkategorie Home & Garden.",312.0,87.0
1208,Restaurants,"Thread-Kategorie ist explizit 'Restaurants' und der Titel bezieht sich auf ein Essenslieferungs-Angebot (UberEats/Skipthedishes), was zum Restaurant-Sektor gehört.",315.0,105.0
1215,Computers & Electronics,"Das Produkt ist eine Kombination aus Ring-Türklingel und Amazon Echo Show, beides smarte elektronische Geräte.",314.0,77.0
1220,Home & Garden,"Ein Deckenventilator ist ein Haushaltsgegenstand für das Zuhause, passend zur angegebenen Unterkategorie Home & Garden.",332.0,81.0
1222,Entertainment,"Es handelt sich um einen digitalen TV-Serien-Kauf über iTunes, was eindeutig der Kategorie Entertainment entspricht.",314.0,77.0
1223,Home & Garden,"Ein KitchenAid Stand Mixer ist ein Küchengerät für den Haushalt, was in die Kategorie Home & Garden fällt.",323.0,77.0
1225,Home & Garden,"Lebensmittel/Grocery-Einkäufe werden in diesem Kategorisierungsschema unter Home & Garden (Haushalt/Lebensmittelbedarf) eingeordnet, da es keine eigene Kategorie für Grocery gibt.",318.0,115.0
1237,Home & Garden,"Lebensmittel/Groceries fallen im Deal-Forum-Kontext typischerweise unter Haushaltsbedarf, da keine spezifischere Kategorie wie Restaurants zutrifft (es handelt sich um Einzelhandel/Supermarktprodukt, kein Restaurantessen).",323.0,133.0
1239,Home & Garden,"Ein Indoor-Grill ist ein Küchengerät/Haushaltsgerät, das der Kategorie Home & Garden zugeordnet wird, wie auch die angegebene Unterkategorie bestätigt.",310.0,101.0
1240,Home & Garden,"Groceries and household consumables fall under the Home & Garden category, which covers everyday home-related purchases in this forum's classification scheme.",318.0,69.0
1245,Computers & Electronics,"Das Produkt ist eine drahtlose Computermaus für Laptop/Computer, was eindeutig in die Kategorie Computers & Electronics fällt.",341.0,82.0
1247,Home & Garden,"Lebensmittel/Kaffee für den Haushalt fallen unter Haushaltswaren, da 'Groceries' am ehesten in die Kategorie Home & Garden passt, da es keine spezifischere Kategorie wie 'Restaurants' oder 'Food' gibt.",347.0,123.0
1248,Home & Garden,"Dyson verkauft Haushaltsgeräte wie Staubsauger, was direkt in die Kategorie Home & Garden fällt, und die thread_category bestätigt dies bereits.",322.0,90.0
1257,Sports & Fitness,"Es handelt sich um Fitnessgeräte (Smith Cage Machine, Workout Bench, Weight Bar), die eindeutig der Kategorie Sports & Fitness zugeordnet werden.",332.0,98.0
1265,Home & Garden,"Ein Rohrschneider-Werkzeug für PVC-Rohre ist ein Heimwerker-/Garten-Werkzeug, passend zur bereits angegebenen Unterkategorie.",314.0,94.0
1270,Apparel,"Die Unterkategorie ist explizit 'Apparel', und Knieorthesen/Kompressionsstützen werden hier als tragbares Zubehör eingeordnet, auch wenn sie für Sport genutzt werden.",327.0,101.0
1273,Computers & Electronics,Die thread_category ist explizit 'Computers & Electronics' und der Titel bezieht sich auf Rabatte auf Tech-Produkte.,330.0,78.0
1274,Computers & Electronics,"Es handelt sich um einen Gaming-Laptop mit RTX 2070, also ein elektronisches Gerät/Computerprodukt.",318.0,76.0
1278,Computers & Electronics,"Wireless-Router ist ein Netzwerkgerät/Elektronikprodukt, passt direkt zur Kategorie Computers & Electronics.",330.0,79.0
1279,Sports & Fitness,"Eine Marcy Half Cage ist ein Kraftsportgerät (Power Rack) für Fitnesstraining, unabhängig von der falsch zugeordneten Unterkategorie.",310.0,93.0
1280,Home & Garden,"Lebensmittel/Groceries fallen unter Haushaltsbedarf, da keine spezifischere Kategorie wie Restaurants zutrifft (kein Restaurant-Angebot, sondern ein Supermarktprodukt zum Selbstverzehr zu Hause).",322.0,123.0
1286,Computers & Electronics,Netzwerk-Hardware (WLAN-Mesh-System) fällt eindeutig unter Computer & Elektronik.,343.0,71.0
1287,Apparel,"Das Produkt ist eine Ledertasche (Aktentasche) von Kenneth Cole Reaction, ein Modeaccessoire, das unter die Kategorie Apparel fällt.",330.0,89.0
1289,Home & Garden,"Le Creuset Skillet ist Küchenzubehör/Kochgeschirr, was unter Home & Garden fällt.",314.0,68.0
1293,Computers & Electronics,"Das Produkt ist ein DDR4-RAM-Modul, also Computerhardware, was direkt der Kategorie Computers & Electronics entspricht.",375.0,81.0
1296,Apparel,"Die thread_category ist explizit 'Apparel' und der Titel bezieht sich auf einen Saisonabverkauf, was typisch für Bekleidung ist.",309.0,80.0
1298,Home & Garden,"Ein Outdoor-Propanbrenner/Kocher fällt unter die Unterkategorie Home & Garden, wie bereits angegeben, da es sich um ein Gartengerät für den Außenbereich handelt.",311.0,101.0
1299,Automotive,"Chemical Guys ist eine Marke für Autopflegeprodukte (Reinigung, Politur, Wachs), passend zur Unterkategorie 'Automotive'.",314.0,83.0
1302,Computers & Electronics,"Das Produkt ist ein USB-C-Ladegerät, ein elektronisches Zubehörprodukt, passend zur Kategorie Computers & Electronics.",318.0,84.0
1304,Computers & Electronics,"HDMI-Kabel sind Elektronikzubehör für Computer/AV-Geräte, passt direkt zur angegebenen Unterkategorie.",348.0,80.0
1307,Kids & Babies,"Die angegebene Unterkategorie ist bereits 'Kids & Babies', und der Titel bezieht sich auf einen allgemeinen Rabatt ohne Hinweise auf eine andere Produktkategorie.",317.0,102.0
1309,Computers & Electronics,"Das Produkt ist ein HP Laptop, was direkt unter Computer & Elektronik fällt.",338.0,63.0
1312,Restaurants,"Lebensmittel/Fleischprodukte fallen unter Nahrungsmittel-bezogene Kategorie; da 'Groceries' keine eigene Kategorie in der Liste ist, wird es am ehesten der Kategorie 'Restaurants' (Food & Beverage) zugeordnet.",347.0,129.0
1314,Computers & Electronics,"Das Produkt ist eine tragbare SSD-Festplatte, ein Computerspeichergerät, das eindeutig in die Kategorie Computers & Electronics fällt.",346.0,88.0
1315,Home & Garden,"Barn wood panels are a home improvement/building material product, matching the Home & Garden category.",312.0,54.0
1320,Travel,"Marriott Bonvoy ist ein Hotel-Treueprogramm, der Kauf von Punkten bezieht sich auf Reisen/Hotelübernachtungen.",315.0,83.0
1323,Apparel,"Der Titel bezieht sich auf einen Rabatt bei North Face, einem Bekleidungshersteller, auf reguläre Artikel wie Kleidung.",312.0,80.0
1324,Home & Garden,"Toilettenpapier ist ein Haushaltsartikel für den täglichen Gebrauch zu Hause, passt daher am besten zu Home & Garden, da 'Groceries' keine zulässige Hauptkategorie ist.",328.0,105.0
